,species,genus,domain,cat_growthrate,cat_corallitesize,cat_colonydiameter,cat_skeletaldensity,cat_colonyheight,cat_SA_vol,cat_spacesize,dat_growth,dat_skeletal,dat_corallite,dat_colonydiameter,raw_growth,raw_skeldensity,raw_polypsize,raw_colonydiam,raw_growth_form,reproductive_mode,raw_reproductive_mode,species_keith,species_keith_updated,Andaman.Sea,Eastern.Pacific,Fiji.Caroline.Islands,Hawaii.Line.Islands,Indonesia.Philippines,Japan.Vietnam,Northern.PNG...Solomon.Islands,Persian.Gulf,Polynesia,Red.Sea.Gulf.of.Aden,Subtropical.East.Africa,Subtropical.Eastern.Australia,Subtropical.Japan,Subtropical.Western.Australia,Tonga.Samoa,Tropical.Australia,Western.Indian.Ocean,Caribbean,Brazil,East_Atlantic
1,Acanthastrea brevis,Acanthastrea,pacific,1,5,1,4,3,1,1,NA,NA,25,NA,NA,NA,NA,NA,submassive,spawner,NA,Acanthastrea brevis,Acanthastrea brevis,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
2,Acanthastrea echinata,Acanthastrea,pacific,1,4,2,4,4,1,1,NA,NA,22.5,100,NA,NA,NA,NA,massive,spawner,spawner,Acanthastrea echinata,Acanthastrea echinata,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
3,Acanthastrea hemprichi,Acanthastrea,pacific,1,4,2,4,4,1,1,NA,NA,18.8,100,NA,NA,NA,NA,massive,spawner,NA,Acanthastrea hemprichi,Acanthastrea hemprichi,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA
4,Acanthastrea ishigakiensis,Acanthastrea,pacific,1,4,1,4,4,1,1,NA,NA,21,50,NA,NA,NA,NA,massive,spawner,NA,Acanthastrea ishigakiensis,Acanthastrea ishigakiensis,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA
5,Acanthastrea pachysepta,Lobophyllia,pacific,1,5,1,4,4,1,1,NA,NA,32.6,50,NA,NA,32.6,50,massive,spawner,spawner,Acanthastrea pachysepta,Acanthastrea pachysepta,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA
6,Acanthastrea regularis,Acanthastrea,pacific,1,3,1,4,4,1,1,NA,NA,9.1,30,NA,NA,NA,NA,massive,spawner,NA,Acanthastrea regularis,Acanthastrea regularis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
7,Acanthastrea rotundoflora,Acanthastrea,pacific,1,4,1,4,1,2,1,NA,NA,14.7,NA,NA,NA,NA,NA,encrusting,spawner,NA,Acanthastrea rotundoflora,Acanthastrea rotundoflora,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA
8,Acanthastrea subechinata,Acanthastrea,pacific,1,4,1,4,4,1,1,NA,NA,17.7,20,NA,NA,NA,NA,massive,spawner,NA,Acanthastrea subechinata,Acanthastrea subechinata,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
9,Acropora abrolhosensis,Acropora,pacific,5,1,5,2,5,4,5,58.7,1.4,1.5,533.3,NA,NA,1.5,533.3,branching_open,spawner,spawner,Acropora abrolhosensis,Acropora abrolhosensis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
10,Acropora abrotanoides,Acropora,pacific,5,1,4,2,5,4,5,127.5,1.4,1.2,222.4,127.5,NA,1.2,NA,branching_open,spawner,spawner,Acropora abrotanoides,Acropora abrotanoides,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA
11,Acropora aculeus,Acropora,pacific,4,1,1,2,3,5,3,31.6,1.4,1,40,NA,NA,1,40,corymbose,spawner,spawner,Acropora aculeus,Acropora aculeus,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
12,Acropora acuminata,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.2,133.3,NA,NA,1.2,133.3,branching_open,spawner,NA,Acropora acuminata,Acropora acuminata,1,NA,1,NA,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA
13,Acropora akajimensis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.6,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora akajimensis,Acropora akajimensis,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Acropora anthocercis,Acropora,pacific,4,1,2,2,2,2,2,30.4,1.4,1.3,75,NA,NA,1.3,75,tables_or_plates,spawner,spawner,Acropora anthocercis,Acropora anthocercis,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA
15,Acropora appressa,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1.1,105.3,NA,NA,NA,NA,corymbose,spawner,spawner,Acropora appressa,Acropora appressa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
16,Acropora arabensis,Acropora,pacific,4,2,3,3,3,4,3,30.5,1.6,2,103.3,NA,NA,2,NA,digitate,spawner,spawner,Acropora arabensis,Acropora arabensis,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
17,Acropora arafura,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Acropora aspera,Acropora,pacific,4,1,3,1,5,4,5,48.5,0.9,1.8,132.5,48.5,0.9,1.8,NA,branching_open,spawner,spawner,Acropora aspera,Acropora aspera,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA
19,Acropora austera,Acropora,pacific,5,1,3,2,5,4,5,62.9,1.4,1.5,152.3,62.9,1.4,1.5,NA,branching_open,spawner,NA,Acropora austera,Acropora austera,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA
20,Acropora awi,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.4,1,150,NA,NA,1,150,hispidose,spawner,NA,Acropora awi,Acropora awi,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
21,Acropora azurea,Acropora,pacific,5,1,1,2,4,3,4,58.7,1.4,1.4,15,NA,NA,NA,15,branching_closed,spawner,NA,Acropora azurea,Acropora azurea,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22,Acropora batunai,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.5,125,NA,NA,0.5,125,tables_or_plates,spawner,NA,Acropora batunai,Acropora batunai,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
23,Acropora bifurcata,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.9,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,Acropora bifurcata,Acropora bifurcata,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
24,Acropora branchi,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.1,103.2,NA,NA,NA,NA,tables_or_plates,spawner,spawner,Acropora branchi,Acropora branchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
25,Acropora bushyensis,Acropora,pacific,4,1,1,3,3,4,3,30.5,1.5,1.5,25,NA,NA,1.5,25,digitate,spawner,spawner,Acropora bushyensis,Acropora bushyensis,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26,Acropora cardenae,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora cardenae,Acropora cardenae,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
27,Acropora carduus,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.4,0.9,146.7,NA,NA,0.9,NA,hispidose,spawner,spawner,Acropora carduus,Acropora carduus,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
28,Acropora caroliniana,Acropora,pacific,4,1,1,2,2,2,2,30.4,1.4,1,50,NA,NA,1,50,tables_or_plates,spawner,NA,Acropora caroliniana,Acropora caroliniana,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
29,Acropora cerealis,Acropora,pacific,3,1,1,2,3,5,3,21.5,1.4,0.8,50,42.9,NA,0.8,50,corymbose,spawner,spawner,Acropora cerealis,Acropora cerealis,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA
30,Acropora cervicornis,Acropora,atlantic,5,1,4,3,5,4,5,78.8,1.7,1.7,68.7,78.8,1.9,1.7,68.7,branching_open,spawner,spawner,Acropora cervicornis,Acropora cervicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
31,Acropora chesterfieldensis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1,146.7,NA,NA,1,NA,branching_closed,spawner,NA,Acropora chesterfieldensis,Acropora chesterfieldensis,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
32,Acropora clathrata,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.9,103.2,NA,NA,0.9,NA,tables_or_plates,spawner,spawner,Acropora clathrata,Acropora clathrata,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA
33,Acropora convexa,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1.1,105.3,NA,NA,NA,NA,corymbose,spawner,NA,Acropora convexa,Acropora convexa,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
34,Acropora cophodactyla,Acropora,pacific,4,1,3,3,3,4,3,30.5,1.5,1.3,103.3,NA,NA,NA,NA,digitate,spawner,NA,Acropora cophodactyla,Acropora cophodactyla,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
35,Acropora copiosa,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora copiosa,Acropora copiosa,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA
36,Acropora cylindrica,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.4,1.6,100,NA,NA,NA,100,branching_open,spawner,NA,Acropora cylindrica,Acropora cylindrica,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
37,Acropora cytherea,Acropora,pacific,5,1,4,2,2,2,2,59.7,1.4,1,300,59.7,NA,1,300,tables_or_plates,spawner,NA,Acropora cytherea,Acropora cytherea,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA
38,Acropora dendrum,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.4,1.2,100,NA,NA,1.2,100,corymbose,spawner,spawner,Acropora dendrum,Acropora dendrum,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA
39,Acropora derawanensis,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.4,1,100,NA,NA,1,100,branching_open,spawner,NA,Acropora derawanensis,Acropora derawanensis,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
40,Acropora desalwii,Acropora,pacific,4,1,1,2,3,5,3,31.6,1.4,0.8,30,NA,NA,0.8,30,corymbose,spawner,NA,Acropora desalwii,Acropora desalwii,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
41,Acropora digitifera,Acropora,pacific,4,1,2,3,3,4,3,37.6,1.5,1.6,100,37.6,1.5,1.6,100,digitate,spawner,spawner,Acropora digitifera,Acropora digitifera,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
42,Acropora divaricata,Acropora,pacific,4,1,3,2,2,2,2,41.5,1.4,1.1,121.9,41.5,NA,1.1,NA,tables_or_plates,spawner,spawner,Acropora divaricata,Acropora divaricata,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA
43,Acropora donei,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,1.4,266.7,NA,NA,1.4,266.7,branching_open,spawner,spawner,Acropora donei,Acropora donei,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA
44,Acropora downingi,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1,103.2,NA,NA,1,NA,tables_or_plates,spawner,NA,Acropora downingi,Acropora downingi,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
45,Acropora echinata,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.4,1,150,NA,NA,1,150,hispidose,spawner,spawner,Acropora echinata,Acropora echinata,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
46,Acropora efflorescens,Acropora,pacific,4,1,4,2,2,2,2,30.4,1.4,0.9,200,NA,NA,NA,200,tables_or_plates,spawner,NA,Acropora efflorescens,Acropora efflorescens,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
47,Acropora elegans,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103.2,NA,NA,0.8,NA,tables_or_plates,spawner,NA,Acropora elegans,Acropora elegans,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
48,Acropora elegantula,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora elegantula,Acropora elegantula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
49,Acropora elseyi,Acropora,pacific,5,1,1,2,4,4,5,135.1,1.4,0.9,50,135.1,NA,0.9,50,hispidose,spawner,spawner,Acropora elseyi,Acropora elseyi,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
50,Acropora eurystoma,Acropora,pacific,4,2,3,2,3,5,3,40.4,1.5,2,120.1,34.6,NA,2,NA,corymbose,spawner,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Acropora exquisita,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.8,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora exquisita,Acropora exquisita,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
52,Acropora fastigata,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.7,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora fastigata,Acropora fastigata,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
53,Acropora fenneri,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.4,1.3,100,NA,NA,NA,100,branching_open,spawner,NA,Acropora fenneri,Acropora fenneri,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
54,Acropora filiformis,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.9,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora filiformis,Acropora filiformis,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Acropora florida,Acropora,pacific,5,1,5,2,5,4,5,58.7,1.4,1.4,1500,NA,NA,1.4,1500,branching_open,spawner,spawner,Acropora florida,Acropora florida,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA
56,Acropora forskali,Acropora,pacific,5,2,3,2,5,4,5,58.7,1.4,2,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora forskali,Acropora forskali,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
57,Acropora gemmifera,Acropora,pacific,3,1,2,2,3,4,3,24,1.5,1.6,90.9,24,1.5,1.6,NA,digitate,spawner,spawner,Acropora gemmifera,Acropora gemmifera,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA
58,Acropora glauca,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.5,1.3,103.2,NA,1.5,1.3,NA,tables_or_plates,spawner,spawner,Acropora glauca,Acropora glauca,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA
59,Acropora globiceps,Acropora,pacific,4,2,3,3,3,4,3,30.5,1.6,2.1,103.3,NA,NA,2.1,NA,digitate,spawner,NA,Acropora globiceps,Acropora globiceps,NA,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
60,Acropora gomezi,Acropora,pacific,4,1,3,2,5,4,5,30.6,1.4,1,103.4,30.6,NA,NA,NA,branching_open,spawner,NA,Acropora gomezi,Acropora gomezi,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
61,Acropora grandis,Acropora,pacific,5,1,5,2,5,4,5,58.7,1.4,1.7,450,NA,NA,1.7,450,branching_open,spawner,spawner,Acropora grandis,Acropora grandis,1,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA
62,Acropora granulosa,Acropora,pacific,2,1,2,2,2,2,2,7.2,1.4,0.9,75,7.2,NA,0.9,75,tables_or_plates,spawner,spawner,Acropora granulosa,Acropora granulosa,NA,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
63,Acropora haimei,Acropora,pacific,5,2,3,2,4,3,4,58.7,1.4,2,146.7,NA,NA,NA,NA,branching_closed,spawner,spawner,Acropora haimei,Acropora haimei,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
64,Acropora halmaherae,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,0.9,146.7,NA,NA,0.9,NA,branching_open,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Acropora hemprichii,Acropora,pacific,2,1,4,2,5,4,5,9.1,1.4,1.2,200,8.1,NA,1.2,200,branching_open,spawner,spawner,Acropora hemprichii,Acropora hemprichii,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
66,Acropora hoeksemai,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,1.1,333.3,NA,NA,1.1,333.3,branching_open,spawner,NA,Acropora hoeksemai,Acropora hoeksemai,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
67,Acropora horrida,Acropora,pacific,5,1,4,1,4,3,4,58.7,0.9,1.5,200,NA,0.9,1.5,200,branching_closed,spawner,spawner,Acropora horrida,Acropora horrida,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA
68,Acropora humilis,Acropora,pacific,3,1,2,2,3,4,3,14.5,1.4,1.8,69.3,20.2,1.4,1.8,NA,digitate,spawner,spawner,Acropora humilis,Acropora humilis,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA
69,Acropora hyacinthus,Acropora,pacific,4,1,4,2,2,2,2,47.5,1.3,1.1,300,80.6,1.3,1.1,300,tables_or_plates,spawner,spawner,Acropora hyacinthus,Acropora hyacinthus,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA
70,Acropora indonesia,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.4,1,100,NA,NA,1,100,branching_open,spawner,NA,Acropora indonesia,Acropora indonesia,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
71,Acropora inermis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.4,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora inermis,Acropora inermis,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA
72,Acropora insignis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.6,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora insignis,Acropora insignis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
73,Acropora intermedia,Acropora,pacific,5,1,5,2,5,4,5,58.7,1.4,1.5,500,NA,NA,1.5,500,branching_open,spawner,spawner,Acropora nobilis,Acropora intermedia,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA
74,Acropora irregularis,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,0.8,300,NA,NA,NA,300,branching_open,spawner,NA,Acropora irregularis,Acropora irregularis,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
75,Acropora jacquelineae,Acropora,pacific,4,1,2,2,2,2,2,30.4,1.4,0.5,86.7,NA,NA,0.5,86.7,tables_or_plates,spawner,NA,Acropora jacquelineae,Acropora jacquelineae,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
76,Acropora japonica,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.9,103.2,NA,NA,0.9,NA,tables_or_plates,spawner,spawner,Acropora japonica,Acropora japonica,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Acropora khayranensis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.1,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Acropora kimbeensis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.6,146.7,NA,NA,0.6,NA,branching_closed,spawner,NA,Acropora kimbeensis,Acropora kimbeensis,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
79,Acropora kirstyae,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.8,146.7,NA,NA,0.8,NA,branching_closed,spawner,NA,Acropora kirstyae,Acropora kirstyae,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
80,Acropora kosurini,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,0.8,146.7,NA,NA,0.8,NA,branching_open,spawner,NA,Acropora kosurini,Acropora kosurini,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
81,Acropora lamarcki,Acropora,pacific,4,1,4,2,2,2,2,32.4,1.4,0.8,200,32.4,1.4,NA,200,tables_or_plates,spawner,spawner,Acropora lamarcki,Acropora lamarcki,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
82,Acropora latistella,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,0.9,105.3,NA,NA,0.9,NA,corymbose,spawner,spawner,Acropora latistella,Acropora latistella,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
83,Acropora lianae,Acropora,pacific,5,1,1,2,4,3,4,58.7,1.4,0.6,50,NA,NA,NA,50,branching_closed,spawner,NA,Acropora lianae,Acropora lianae,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
84,Acropora listeri,Acropora,pacific,5,1,1,2,4,3,4,58.7,1.4,1,50,NA,NA,1,50,branching_closed,spawner,spawner,Acropora listeri,Acropora listeri,1,NA,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,NA
85,Acropora loisetteae,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.6,146.7,NA,NA,1.6,NA,branching_open,spawner,NA,Acropora loisetteae,Acropora loisetteae,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
86,Acropora lokani,Acropora,pacific,5,1,1,2,4,3,4,58.7,1.4,0.9,30,NA,NA,0.9,30,branching_closed,spawner,NA,Acropora lokani,Acropora lokani,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
87,Acropora longicyathus,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.3,1.3,146.7,NA,1.3,1.3,NA,hispidose,spawner,spawner,Acropora longicyathus,Acropora longicyathus,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
88,Acropora loripes,Acropora,pacific,4,1,1,2,3,5,3,31.6,1.4,1.2,45,NA,NA,1.2,45,corymbose,spawner,spawner,Acropora loripes,Acropora loripes,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
89,Acropora loveli,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.7,146.7,NA,NA,1.7,NA,branching_open,spawner,spawner,Acropora loveli,Acropora loveli,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA
90,Acropora lutkeni,Acropora,pacific,5,1,5,2,5,4,5,58.7,1.4,1.2,600,NA,NA,1.2,600,branching_open,spawner,spawner,Acropora lutkeni,Acropora lutkeni,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA
91,Acropora macrostoma,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.4,0.6,100,NA,NA,NA,100,corymbose,spawner,NA,Acropora macrostoma,Acropora macrostoma,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
92,Acropora maryae,Acropora,pacific,5,1,2,2,4,3,4,58.7,1.4,0.6,66.3,NA,NA,NA,66.2,branching_closed,spawner,spawner,Acropora maryae,Acropora maryae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Acropora massawensis,Acropora,pacific,4,1,4,3,3,4,3,30.5,1.5,0.9,200,NA,NA,NA,200,digitate,spawner,NA,Acropora massawensis,Acropora massawensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
